INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
64.056.014;38.1.0048.0122; 01/02/2006 ; 02/04/2006 ; 10/03/2006 ;ANNE FRANK;630;HAUER;PÓLO-LV - PÓLO DA LINHA VERDE - 7 - S. CENTRAL-P2;Unidade Regional Boqueirao;0;0;0;260.762;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";456,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
72.015.093;34.0.0144.0918; 01/02/2006 ; 02/05/2006 ;;ANITA GARIBALDI;1.828;BOA VISTA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;1;;1;260.758;COMUNITÁRIO 2 - ENSINO;ESTABEL. DE ENSINO DE 1.º GRAU;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.260,23;203,65;0;0,00;203,65;157,75;;;DANILO ARTUSO;PR0000008088D;DANILO ARTUSO;PR0000008088D;;;;
74.034.015;34.0.0025.0210; 01/02/2006 ; 02/05/2006 ;;VICENTE CICCARINO;1.031;BOA VISTA;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Boa Vista;3;1;1;260.761;"COMÉRCIO E SERVIÇO DE BAIRRO; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";750,00;513,26;0;0,00;513,26;0,00;;;IZABELLE VICTOIRE REGINE DE LA PIETE BLANCHET;;CARLOS ALBERTO SALDANHA;PR0000018047D;;;;
84.185.025;56.0.0088.0378; 01/02/2006 ; 02/05/2006 ; 01/06/2006 ;MAJOR THEOLINDO FERREIRA RIBAS;2.621;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;6;0;260.783;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";770,00;669,02;0;0,00;669,02;0,00;0;1;UBIRAJARA ORESTES DELL OSO;PR0000006472D;UBIRAJARA ORESTES DELL OSO;PR0000006472D;;;;
84.257.016;57.1.0024.0776; 01/02/2006 ; 02/05/2006 ; 18/08/2008 ;FRANCISCO DEROSSO;3.195;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;260.774;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";19.351,53;5.995,47;0;0,00;367,00;0,00;0;0;INES DE FATIMA JEISS;;JOAO CARLOS JEISS;PR0000018650D;;;;
87.413.015;75.8.0009.0384; 01/02/2006 ; 02/05/2006 ; 09/11/2006 ;LUDOVICO ZANIER;410;CIDADE INDUSTRIAL;ZI - ZONA INDUSTRIAL;Unidade Regional CIC;2;;6;260.776;INDÚSTRIA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";3.106,92;1.765,70;0;0,00;1.765,70;0,00;6;;WALMIR JOSE BREMER FILHO;;WALMIR JOSE BREMER FILHO;;;;;
87.727.014;71.0.0032.0352; 01/02/2006 ; 02/05/2006 ; 05/12/2007 ;BENEDITO GOMES DOS REIS;89;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;260.778;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;38,50;0;0,00;38,50;0,00;0;0;;;;;;;;
89.280.002;78.0.0070.0014; 01/02/2006 ; 02/05/2006 ; 12/05/2006 ;LODOVICO KAMINSKI;3.523;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;2;2;260.766;"COMÉRCIO E SERVIÇO SETORIAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";280,00;290,56;0;0,00;290,56;0,00;0;0;LUIZ ALBERTO STAPASSOLI;PR0000017393D;LUIZ ALBERTO STAPASSOLI;PR0000017393D;;;;
89.836.006;74.5.0103.0032; 01/02/2006 ; 02/05/2006 ;;ESTER SARA BOROWSKI;211;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;260.767;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;69,98;0;0,00;69,98;0,00;0;0;;;;;;;;
98.032.003;54.0.0021.0182; 01/02/2006 ; 02/05/2006 ; 09/05/2006 ;CALIXTO DE JESUS;175;TINGUI;EE-1 - EIXO ESTRUTURAL NORTE - INCENTIVO;Unidade Regional Boa Vista;2;1;0;260.759;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";300,00;118,27;0;0,00;118,27;0,00;0;0;DANTE SPEJORIM;PR0000064608D;DANTE SPEJORIM;PR0000064608D;;;;
11.045.021;12.0.0034.0216; 01/03/2006 ; 30/05/2006 ; 01/12/2006 ;DOS EDITORES;73;MERCÊS;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO BATEL;Unidade Regional Matriz;2;1;0;261.250;HABITAÇÃO UNIFAMILIAR;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";103,35;225,58;0;0,00;225,58;166,32;0;0;JOSE VICENTE LOPES;PR0000020630D;ARIEL MARTINS;PR0000021117D;;;;
22.039.020;08.1.0033.0314; 01/03/2006 ; 30/05/2006 ; 19/04/2013 ;ALMIRANTE GONÇALVES;470;REBOUÇAS;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;2;1;0;261.251;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";407,00;266,95;0;0,00;153,15;0,00;0;0;JOAO JOSE ALPENDRE MALUCELLI;PR0000019814D;JOAO JOSE ALPENDRE MALUCELLI;PR0000019814D;PJJ MALUCELLI ARQUITETURA E CONSTRUÇÃO LTDA;;;
48.199.026;21.6.0043.0206; 01/03/2006 ; 30/05/2006 ;;MILTON CONDESSA;10;CAJURU;EACB - EIXO DE ADENSAMENTO ENGº COSTA BARROS;Unidade Regional Cajuru;2;1;0;261.244;HABITAÇÃO UNIFAMILIAR;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";100,00;100,00;0;0,00;60,00;40,00;0;0;MARCOS QUENTEL ZANARDINI;;MARCOS QUENTEL ZANARDINI;;;;;
79.021.025;63.4.0045.0450; 01/03/2006 ; 30/05/2006 ; 02/07/2007 ;GERONIMO MURARO;1.160;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;;261.249;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";818,69;250,47;0;0,00;250,47;0,00;;;PATRICIA VIRGINIA OTERO MALDONADO;PR0000020259D;BLANCA VIEGAS BAGGIO;PR0000050394D;;;;
81.841.026;65.6.0146.0478; 01/03/2006 ; 30/05/2006 ;;MOYSES GUTZTEIN;242;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;1;0;261.247;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";183,12;152,20;0;0,00;152,20;0,00;0;0;FREDDY JOSE BAUTISTA ROCHA;;FREDDY JOSE BAUTISTA ROCHA;;;;;
86.041.004;37.0.0050.0492; 01/03/2006 ; 30/04/2006 ; 20/03/2006 ;DOUTOR JOÃO DE PAULA MOURA BRITO;29;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;0;1;0;261.243;HABITAÇÃO UNIFAMILIAR;******;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";396,50;0,00;0;0,00;1,00;0,00;0;0;;;;;;;;
11.001.014;12.0.0045.0150; 01/06/2006 ; 30/08/2006 ;;PRUDENTE DE MORAES;388;MERCÊS;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Matriz;0;0;0;262.918;;;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";448,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
11.013.018;02.0.0056.0212; 01/06/2006 ; 30/08/2006 ;;PRESIDENTE CARLOS CAVALCANTI;648;SÃO FRANCISCO;ZC - ZONA CENTRAL;Unidade Regional Matriz;17;98;0;262.936;HABITAÇÃO TRANSITÓRIA 1;APART-HOTEL;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";712,27;7.484,35;0;0,00;7.484,35;0,00;1;2;MAURO CESAR GRANDE MOREIRA;;JOSE REMIGIO SOTO QUEVEDO;SP0000134915D;;;;
11.119.059;01.0.0069.0554; 01/06/2006 ; 30/08/2006 ;;VICENTE MACHADO;430;CENTRO;ZC - ZONA CENTRAL;Unidade Regional Matriz;0;0;0;262.920;;;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";2.642,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
11.143.014;01.0.0024.0326; 01/06/2006 ; 30/08/2006 ; 16/07/2013 ;DESEMBARGADOR ERMELINO DE LEÃO;18;CENTRO;ZC - ZONA CENTRAL - SETOR ESPECIAL DE PEDESTRE - SEPE-XV;Unidade Regional Matriz;0;0;0;262.915;;;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";370,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
13.073.013;11.1.0103.0248; 01/06/2006 ; 30/08/2006 ;;DOUTOR CARLOS DE CARVALHO;1.262;BIGORRILHO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO BATEL;Unidade Regional Matriz;0;0;0;262.916;;;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";448,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
19.060.014;59.1.0022.0014; 01/06/2006 ; 30/08/2006 ;;JOSÉ MICHNA FILHO;107;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;2;1;262.932;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";494,00;372,57;0;0,00;288,21;56,00;0;0;MARILENE BESPALHOK;PR0000028809D;MARILENE BESPALHOK;PR0000028809D;;;;
24.062.022;24.0.0022.0410; 01/06/2006 ; 31/07/2006 ; 14/01/2008 ;DOUTOR REYNALDO MACHADO;845;PRADO VELHO;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;0;0;0;262.921;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";198,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
29.057.002;44.4.0002.0024; 01/06/2006 ; 30/08/2006 ;;IGNÁCIO WIZBYCKI;61;CAMPO COMPRIDO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;1;1;0;262.935;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";371,30;102,16;0;0,00;102,16;0,00;0;0;PAULO RODRIGUES LIBRETTI;PR0000027000D;PAULO RODRIGUES LIBRETTI;PR0000027000D;;;;
42.144.024;08.0.0064.0068; 01/06/2006 ; 30/08/2006 ;;PRESIDENTE KENNEDY;860;REBOUÇAS;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;0;0;0;262.919;;;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.113,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
52.089.032;14.0.0011.0846; 01/06/2006 ; 30/08/2006 ; 06/08/2008 ;MARECHAL HERMES;1.768;AHÚ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Matriz;2;1;1;262.922;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";779,36;593,42;0;0,00;593,42;0,00;0;0;MARIA NADIR MIRANDA DE CARVALHO;PR0000005591D;MARIA NADIR MIRANDA DE CARVALHO;PR0000005591D;;;;
55.003.009;31.1.0012.0270; 01/06/2006 ; 30/08/2006 ;;DONA HERMÍNIA LUPION;224;VISTA ALEGRE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;0;262.929;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";444,00;42,00;0;0,00;42,00;0,00;0;0;EDSON JOSE DE SOUZA;PR0000065814D;EDSON JOSE DE SOUZA;PR0000065814D;;;;
55.059.001;48.0.0037.0532; 01/06/2006 ; 30/08/2006 ;;CARLOS GELENSKI;71;SÃO JOÃO;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Santa Felicidade;2;1;0;262.934;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";57.397,00;12.088,01;0;0,00;408,82;0,00;0;1;ILYA PEREIRA RAFFO;PR0000067111D;ILYA PEREIRA RAFFO;PR0000067111D;;;;
57.050.029;63.0.0019.0536; 01/06/2006 ; 30/08/2006 ;;AMÁLIA TÚLIO COSTA;135;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;0;262.930;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";5.037,28;147,66;0;0,00;69,66;0,00;0;0;JOAO ROBERTO BRANDAO;PR0000021726D;JOAO ROBERTO BRANDAO;PR0000021726D;;;;
59.010.124;63.3.0018.0090; 01/06/2006 ; 30/08/2006 ; 08/07/2016 ;ISIDORO DURIGAN;149;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;262.931;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";7.120,00;4.086,06;0;0,00;276,70;0,00;0;0;MARIA CRISTINA NOVI;;MARIA CRISTINA NOVI;;;;;
66.004.010;22.1.0099.0216; 01/06/2006 ; 30/08/2006 ; 24/09/2008 ;TARGINO DA SILVA;120;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;0;262.937;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";490,00;353,61;0;0,00;353,61;0,00;0;0;PAULO SERGIO LEITAO;PR0000029050D;PAULO SERGIO LEITAO;PR0000029050D;;;;
68.049.012;22.1.0024.0308; 01/06/2006 ; 30/08/2006 ; 30/05/2007 ;DOUTOR BRONISLAU OSTOJA ROGUSKI;891;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;;262.927;HABITAÇÃO UNIFAMILIAR;Edícula / Dependência;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";580,20;337,33;0;0,00;156,00;0,00;0;0;DAVID LACHOWSKI;PR0000005539D;DAVID LACHOWSKI;PR0000005539D;;;;
79.073.333;63.3.0056.0162; 01/06/2006 ; 30/08/2006 ;;ANAIR BALLA;91;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;0;262.933;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";440,00;120,90;0;0,00;120,90;0,00;0;0;TALITHA LUIZA FRANCESQUINI BUDEL;;ANDRE BUDEL;PR0000061031D;;;;
83.018.001;27.1.0054.0026; 01/06/2006 ; 30/08/2006 ; 10/10/2007 ;ITATIAIA;753;PORTÃO;ECO - EIXO CONECTOR OESTE 3;Unidade Regional Portao;2;1;0;262.923;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";432,00;291,16;0;0,00;291,16;0,00;0;0;CECY YARA VARGAS RIVABEM;PR0000030655D;WILMAR CAMARGO;PR0000024074D;;;;
84.178.039;56.0.0079.0414; 01/06/2006 ; 30/08/2006 ;;PROFESSORA MARIA DE ASSUMPÇÃO;2.691;BOQUEIRÃO;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Boqueirao;2;1;0;262.938;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";770,00;289,97;0;0,00;289,97;0,00;0;0;MARIA CRISTINA PIRES FOGACA;PR0000022179D;MARIA CRISTINA PIRES FOGACA;PR0000022179D;;;;
87.249.003;42.1.0068.0466; 01/06/2006 ; 30/08/2006 ; 06/12/2006 ;JOÃO ANTONIO BRAGA CORTES;361;FAZENDINHA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;2;;262.924;HABITAÇÃO UNIFAMILIAR;******;APROVAÇÃO DE PROJETO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";408,39;249,90;0;0,00;249,90;0,00;;;VALDECIR VALDOMIRO SCHARNOSKI;;VALDECIR VALDOMIRO SCHARNOSKI;;;;;
87.267.008;42.1.0021.0050; 01/06/2006 ; 30/08/2006 ; 18/06/2009 ;VICENTE CELESTINO;477;FAZENDINHA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;1;0;262.925;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";330,00;198,00;0;0,00;198,00;0,00;0;0;GERALDO LUIZ TORGA RODRIGUES;;GERALDO LUIZ TORGA RODRIGUES;;;;;
87.547.027;71.7.0042.0118; 01/06/2006 ; 30/08/2006 ;;JOÃO CARLOS DE OLIVEIRA;74;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;262.926;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;69,60;0;0,00;69,60;0,00;0;0;;;;;;;;
28.002.002;20.0.0036.0028; 01/08/2006 ; 01/10/2006 ; 30/05/2008 ;DELEGADO LEOPOLDO BELCZAK;1.500;CAPÃO DA IMBUIA;EAC - EIXO PRESIDENTE AFFONSO CAMARGO;Unidade Regional Cajuru;0;0;0;264.152;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";357,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
29.071.023;45.2.0039.0084; 01/08/2006 ; 01/10/2006 ; 02/01/2007 ;NATAL CECONE;145;MOSSUNGUÊ;ENC - EIXO NOVA CURITIBA;Unidade Regional Santa Felicidade;6;0;1;265.382;EDIFÍCIO DE ESCRITÓRIOS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";586,50;1.639,37;0;0,00;1.639,37;0,00;1;1;MARINA MOREIRA;PR0000018141D;CARLOS FREDERICO ALICE PARCHEN;;;;;
45.076.003;43.0.0060.0322; 01/08/2006 ; 01/10/2006 ; 25/05/2022 ;MAJOR FRANÇA GOMES;1.219;SANTA QUITÉRIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;1;0;265.423;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;339,10;0;0,00;339,10;0,00;0;1;ANA CRISTINA DA SILVA DE LACERDA;PR0000014493D;ANA CRISTINA DA SILVA DE LACERDA;PR0000014493D;;;;
49.067.127;77.4.0022.0370; 01/08/2006 ; 30/10/2006 ; 04/09/2006 ;EDUARDO SPRADA;4.831;CIDADE INDUSTRIAL;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional CIC;2;1;0;264.142;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";80.944,86;21.659,73;0;0,00;341,68;0,00;0;0;EDUARDO XAVIER WEGBECHER;;BLANCA VIEGAS BAGGIO;PR0000050394D;;;;
